SubNo  trial   choice  reward  reward_cent exploit exp_par prob    prob_cent   action_value    action_value_cent   PE  PE_cent
1401	1	1	35	-8.3537	1	0.12984	0.25	-0.32234	0	-42.449	35	34.072
1401	2	3	41	-2.3537	0	0.12984	0.0069341	-0.56541	0	-42.449	41	40.072
1401	3	3	40	-3.3537	1	0.12984	0.69732	0.12497	44.661	2.2116	-4.6606	-5.5882
1401	4	4	30	-13.354	0	0.12984	0.0031859	-0.56916	0	-42.449	30	29.072
1401	5	3	34	-9.3537	1	0.12984	0.44618	-0.12616	39.584	-2.8651	-5.5839	-6.5114
1401	6	2	56	12.646	0	0.12984	0.0034565	-0.56889	0	-42.449	56	55.072
1401	7	2	55	11.646	1	0.12984	0.9052	0.33286	61	18.551	-5.9999	-6.9274
1401	8	2	56	12.646	1	0.12984	0.80342	0.23108	54.464	12.015	1.5357	0.60813
1401	9	2	58	14.646	1	0.12984	0.83548	0.26314	56.137	13.688	1.8629	0.93533
1401	10	1	33	-10.354	0	0.12984	0.064368	-0.50798	38.125	-4.3241	-5.1249	-6.0525
1401	11	2	49	5.6463	1	0.12984	0.8984	0.32606	58.166	15.717	-9.1663	-10.094
1401	12	4	21	-22.354	0	0.12984	0.09451	-0.47783	32.679	-9.7705	-11.679	-12.606
1401	13	2	46	2.6463	1	0.12984	0.76598	0.19364	48.182	5.7326	-2.1816	-3.1092
1401	14	2	40	-3.3537	1	0.12984	0.70624	0.1339	45.805	3.3562	-5.8052	-6.7328
1401	15	3	32	-11.354	0	0.12984	0.23646	-0.33588	33.501	-8.9476	-1.5015	-2.429
1401	16	2	37	-6.3537	1	0.12984	0.53838	-0.03396	39.482	-2.9673	-2.4817	-3.4092
1401	17	1	35	-8.3537	0	0.12984	0.26012	-0.31222	32.542	-9.9066	2.4576	1.53
1401	18	1	32	-11.354	0	0.12984	0.33231	-0.24003	35.219	-7.2296	-3.2194	-4.147
1401	19	4	37	-6.3537	0	0.12984	0.052143	-0.5202	19.957	-22.492	17.043	16.115
1401	20	3	38	-5.3537	0	0.12984	0.16011	-0.41224	31.866	-10.583	6.1341	5.2065
1401	21	4	32	-11.354	0	0.12984	0.31115	-0.2612	38.522	-3.9274	-6.5216	-7.4492
1401	22	2	47	3.6463	0	0.12984	0.30536	-0.26698	36.778	-5.6706	10.222	9.294
1401	23	2	49	5.6463	1	0.12984	0.65108	0.07874	47.913	5.4636	1.0874	0.15982
1401	24	2	49	5.6463	1	0.12984	0.68516	0.11282	49.097	6.6481	-0.097085	-1.0246
1401	25	2	47	3.6463	1	0.12984	0.68219	0.10985	48.991	6.5423	-1.9913	-2.9189
1401	26	3	41	-2.3537	0	0.12984	0.21114	-0.3612	38.548	-3.9014	2.4523	1.5248
1401	27	3	41	-2.3537	0	0.12984	0.27464	-0.2977	41.219	-1.2301	-0.21895	-1.1465
1401	28	3	41	-2.3537	0	0.12984	0.26851	-0.30383	40.98	-1.4686	0.019549	-0.90801
1401	29	NaN	NaN	0	0	0.12984	0	0	0	0	0	0
1401	30	2	39	-4.3537	1	0.12984	0.57288	0.0005375	46.822	4.3732	-7.8222	-8.7498
1401	31	1	23	-20.354	0	0.12984	0.13062	-0.44172	31.713	-10.736	-8.7126	-9.6401
1401	32	3	47	3.6463	1	0.12984	0.48084	-0.091499	41.002	-1.4473	5.9983	5.0707
1401	33	3	48	4.6463	1	0.12984	0.68389	0.11155	47.536	5.0865	0.46446	-0.4631
1401	34	3	45	1.6463	1	0.12984	0.69792	0.12557	48.041	5.5924	-3.0415	-3.969
1401	35	3	41	-2.3537	1	0.12984	0.60042	0.028079	44.728	2.2794	-3.7284	-4.656
1401	36	3	46	2.6463	1	0.12984	0.47001	-0.10234	40.667	-1.7819	5.3329	4.4053
1401	37	3	45	1.6463	1	0.12984	0.65343	0.081087	46.476	4.0271	-1.4761	-2.4037
1401	38	2	26	-17.354	0	0.12984	0.25781	-0.31454	38.302	-4.1474	-12.302	-13.229
1401	39	4	28	-15.354	0	0.12984	0.13393	-0.43841	31.418	-11.031	-3.4177	-4.3453
1401	40	2	23	-20.354	0	0.12984	0.060581	-0.51176	24.902	-17.547	-1.9017	-2.8292
1401	41	1	48	4.6463	0	0.12984	0.043399	-0.52894	22.222	-20.227	25.778	24.85
1401	42	1	47	3.6463	1	0.12984	0.63483	0.062487	50.302	7.8525	-3.3015	-4.2291
1401	43	1	45	1.6463	1	0.12984	0.5215	-0.050848	46.705	4.2562	-1.7052	-2.6328
1401	44	1	45	1.6463	0	0.12984	0.46129	-0.11105	44.848	2.3987	0.15225	-0.77531
1401	45	1	44	0.64626	1	0.12984	0.46665	-0.1057	45.014	2.5646	-1.0136	-1.9412
1401	46	1	43	-0.35374	0	0.12984	0.4312	-0.14115	43.91	1.4605	-0.9095	-1.8371
1401	47	3	30	-13.354	1	0.12984	0.51517	-0.057173	44.868	2.4192	-14.868	-15.796
1401	48	1	40	-3.3537	1	0.12984	0.73022	0.15788	42.919	0.46977	-2.9188	-3.8464
