SubNo  trial   choice  reward  reward_cent exploit exp_par prob    prob_cent   action_value    action_value_cent   PE  PE_cent
1379	1	1	93	23.899	1	0.057813	0.25	-0.32142	0	-64.645	93	88.547
1379	2	2	29	-40.101	0	0.057813	0.13616	-0.43526	0	-64.645	29	24.547
1379	3	3	89	19.899	0	0.057813	0.12618	-0.44524	0	-64.645	89	84.547
1379	4	4	6	-63.101	0	0.057813	0.090878	-0.48054	0	-64.645	6	1.5468
1379	5	1	93	23.899	1	0.057813	0.39127	-0.18014	25.408	-39.238	67.592	63.139
1379	6	1	95	25.899	1	0.057813	0.6515	0.08008	43.874	-20.772	51.126	46.673
1379	7	1	95	25.899	1	0.057813	0.80739	0.23597	57.842	-6.8038	37.158	32.705
1379	8	1	95	25.899	1	0.057813	0.88288	0.31147	67.993	3.3479	27.007	22.553
1379	9	1	94	24.899	1	0.057813	0.92031	0.34889	75.372	10.726	18.628	14.175
1379	10	1	93	23.899	1	0.057813	0.93939	0.36798	80.461	15.815	12.539	8.0859
1379	11	1	93	23.899	1	0.057813	0.94973	0.37832	83.887	19.241	9.1134	4.6602
1379	12	1	92	22.899	1	0.057813	0.95618	0.38476	86.376	21.731	5.6236	1.1704
1379	13	NaN	NaN	0	0	0.057813	0	0	0	0	0	0
1379	14	1	90	20.899	1	0.057813	0.95975	0.38834	87.913	23.267	2.0872	-2.366
1379	15	1	85	15.899	1	0.057813	0.96101	0.38959	88.483	23.838	-3.483	-7.9362
1379	16	3	80	10.899	0	0.057813	0.024806	-0.54661	24.315	-40.331	55.685	51.232
1379	17	1	84	14.899	1	0.057813	0.92649	0.35508	87.531	22.886	-3.5314	-7.9846
1379	18	1	85	15.899	1	0.057813	0.9226	0.35119	86.567	21.921	-1.5666	-6.0199
1379	19	1	85	15.899	1	0.057813	0.92082	0.3494	86.139	21.493	-1.1386	-5.5918
1379	20	1	87	17.899	1	0.057813	0.9195	0.34808	85.828	21.182	1.1724	-3.2808
1379	21	1	86	16.899	1	0.057813	0.92086	0.34944	86.148	21.502	-0.14787	-4.6011
1379	22	1	84	14.899	1	0.057813	0.92069	0.34927	86.107	21.462	-2.1075	-6.5607
1379	23	1	82	12.899	1	0.057813	0.91822	0.3468	85.532	20.886	-3.5317	-7.9849
1379	24	3	78	8.8986	0	0.057813	0.067624	-0.50379	39.528	-25.117	38.472	34.019
1379	25	2	42	-27.101	0	0.057813	0.010296	-0.56112	7.9228	-56.723	34.077	29.624
1379	26	4	6	-63.101	0	0.057813	0.0071078	-0.56431	1.6392	-63.006	4.3608	-0.092414
1379	27	1	85	15.899	1	0.057813	0.85829	0.28687	84.567	19.921	0.43316	-4.0201
1379	28	1	86	16.899	1	0.057813	0.85912	0.2877	84.685	20.04	1.3148	-3.1384
1379	29	1	83	13.899	1	0.057813	0.86161	0.29019	85.044	20.399	-2.0444	-6.4976
1379	30	1	82	12.899	1	0.057813	0.85772	0.2863	84.486	19.84	-2.4859	-6.9391
